,id,category,car_make,car_model,car_year,section_width,aspect_ratio,rim_size,created_at,updated_at,width,diameter
286,287,Sedan,TOYOTA,ALLION,2016,195,55,R16,2022-12-01 16:13:00,,195,R16
287,288,Sedan,TOYOTA,ALLION,2015,185,65,R15,2022-12-01 16:13:00,,185,R15
288,289,Sedan,TOYOTA,ALLION,2015,195,55,R16,2022-12-01 16:13:00,,195,R16
289,290,Sedan,TOYOTA,ALLION,2014,185,65,R15,2022-12-01 16:13:00,,185,R15
290,291,Sedan,TOYOTA,ALLION,2014,195,55,R16,2022-12-01 16:13:00,,195,R16
291,292,Sedan,TOYOTA,ALLION,2013,185,65,R15,2022-12-01 16:13:00,,185,R15
292,293,Sedan,TOYOTA,ALLION,2013,195,55,R16,2022-12-01 16:13:00,,195,R16
293,294,Sedan,TOYOTA,ALLION,2012,185,65,R15,2022-12-01 16:13:00,,185,R15
294,295,Sedan,TOYOTA,ALLION,2011,185,65,R15,2022-12-01 16:13:00,,185,R15
295,296,Sedan,TOYOTA,ALLION,2011,195,65,R15,2022-12-01 16:13:00,,195,R15
296,297,Sedan,TOYOTA,ALLION,2011,195,55,R16,2022-12-01 16:13:00,,195,R16
297,298,Sedan,TOYOTA,ALLION,2010,185,70,R14,2022-12-01 16:13:00,,185,R14
298,299,Sedan,TOYOTA,ALLION,2010,185,65,R15,2022-12-01 16:13:00,,185,R15
299,300,Sedan,TOYOTA,ALLION,2010,195,65,R15,2022-12-01 16:13:00,,195,R15
300,301,Sedan,TOYOTA,ALLION,2010,195,55,R16,2022-12-01 16:13:00,,195,R16
301,302,Sedan,TOYOTA,ALLION,2009,185,70,R14,2022-12-01 16:13:00,,185,R14
302,303,Sedan,TOYOTA,ALLION,2009,185,65,R15,2022-12-01 16:13:00,,185,R15
303,304,Sedan,TOYOTA,ALLION,2009,195,65,R15,2022-12-01 16:13:00,,195,R15
304,305,Sedan,TOYOTA,ALLION,2009,195,55,R16,2022-12-01 16:13:00,,195,R16
305,306,Sedan,TOYOTA,ALLION,2008,185,70,R14,2022-12-01 16:13:00,,185,R14
306,307,Sedan,TOYOTA,ALLION,2008,185,65,R15,2022-12-01 16:13:00,,185,R15
307,308,Sedan,TOYOTA,ALLION,2008,195,65,R15,2022-12-01 16:13:00,,195,R15
308,309,Sedan,TOYOTA,ALLION,2008,195,55,R16,2022-12-01 16:13:00,,195,R16
309,310,Sedan,TOYOTA,ALLION,2007,185,70,R14,2022-12-01 16:13:00,,185,R14
310,311,Sedan,TOYOTA,ALLION,2007,195,65,R15,2022-12-01 16:13:00,,195,R15
311,312,Sedan,TOYOTA,ALLION,2007,185,65,R15,2022-12-01 16:13:00,,185,R15
312,313,Sedan,TOYOTA,ALLION,2006,185,70,R14,2022-12-01 16:13:00,,185,R14
313,314,Sedan,TOYOTA,ALLION,2006,195,65,R15,2022-12-01 16:13:00,,195,R15
314,315,Sedan,TOYOTA,ALLION,2005,185,70,R14,2022-12-01 16:13:00,,185,R14
315,316,Sedan,TOYOTA,ALLION,2005,195,65,R15,2022-12-01 16:13:00,,195,R15
316,317,Sedan,TOYOTA,ALLION,2004,185,70,R14,2022-12-01 16:13:00,,185,R14
317,318,Sedan,TOYOTA,ALLION,2004,195,65,R15,2022-12-01 16:13:00,,195,R15
318,319,Sedan,TOYOTA,ALLION,2003,185,70,R14,2022-12-01 16:13:00,,185,R14
319,320,Sedan,TOYOTA,ALLION,2003,195,65,R15,2022-12-01 16:13:00,,195,R15
320,321,Sedan,TOYOTA,ALLION,2002,185,70,R14,2022-12-01 16:13:00,,185,R14
321,322,Sedan,TOYOTA,ALLION,2002,195,65,R15,2022-12-01 16:13:00,,195,R15
322,323,Sedan,TOYOTA,ALLION,2001,185,70,R14,2022-12-01 16:13:00,,185,R14
323,324,Sedan,TOYOTA,ALLION,2001,195,65,R15,2022-12-01 16:13:00,,195,R15
324,325,Sedan,TOYOTA,ALPHARD,2022,225,60,R17,2022-12-01 16:13:00,,225,R17
325,326,Sedan,TOYOTA,ALPHARD,2022,235,50,R18,2022-12-01 16:13:00,,235,R18
326,327,Sedan,TOYOTA,ALPHARD,2022,215,65,R16,2022-12-01 16:13:00,,215,R16
327,328,Sedan,TOYOTA,ALPHARD,2021,225,60,R17,2022-12-01 16:13:00,,225,R17
328,329,Sedan,TOYOTA,ALPHARD,2021,235,50,R18,2022-12-01 16:13:00,,235,R18
329,330,Sedan,TOYOTA,ALPHARD,2021,215,65,R16,2022-12-01 16:13:00,,215,R16
330,331,Sedan,TOYOTA,ALPHARD,2020,225,60,R17,2022-12-01 16:13:00,,225,R17
331,332,Sedan,TOYOTA,ALPHARD,2020,235,50,R18,2022-12-01 16:13:00,,235,R18
332,333,Sedan,TOYOTA,ALPHARD,2020,215,65,R16,2022-12-01 16:13:00,,215,R16
333,334,Sedan,TOYOTA,ALPHARD,2019,225,60,R17,2022-12-01 16:13:00,,225,R17
334,335,Sedan,TOYOTA,ALPHARD,2019,235,50,R18,2022-12-01 16:13:00,,235,R18
335,336,Sedan,TOYOTA,ALPHARD,2019,215,65,R16,2022-12-01 16:13:00,,215,R16
336,337,Sedan,TOYOTA,ALPHARD,2018,215,65,R16,2022-12-01 16:13:00,,215,R16
337,338,Sedan,TOYOTA,ALPHARD,2018,235,50,R18,2022-12-01 16:13:00,,235,R18
338,339,Sedan,TOYOTA,ALPHARD,2018,225,60,R17,2022-12-01 16:13:00,,225,R17
339,340,Sedan,TOYOTA,ALPHARD,2017,215,65,R16,2022-12-01 16:13:00,,215,R16
340,341,Sedan,TOYOTA,ALPHARD,2017,235,50,R18,2022-12-01 16:13:00,,235,R18
341,342,Sedan,TOYOTA,ALPHARD,2017,225,60,R17,2022-12-01 16:13:00,,225,R17
342,343,Sedan,TOYOTA,ALPHARD,2016,215,65,R16,2022-12-01 16:13:00,,215,R16
343,344,Sedan,TOYOTA,ALPHARD,2016,235,50,R18,2022-12-01 16:13:00,,235,R18
344,345,Sedan,TOYOTA,ALPHARD,2016,225,60,R17,2022-12-01 16:13:00,,225,R17
345,346,Sedan,TOYOTA,ALPHARD,2015,215,65,R16,2022-12-01 16:13:00,,215,R16
346,347,Sedan,TOYOTA,ALPHARD,2015,215,60,R17,2022-12-01 16:13:00,,215,R17
347,348,Sedan,TOYOTA,ALPHARD,2015,235,50,R18,2022-12-01 16:13:00,,235,R18
348,349,Sedan,TOYOTA,ALPHARD,2014,215,65,R16,2022-12-01 16:13:00,,215,R16
349,350,Sedan,TOYOTA,ALPHARD,2014,215,60,R17,2022-12-01 16:13:00,,215,R17
350,351,Sedan,TOYOTA,ALPHARD,2014,235,50,R18,2022-12-01 16:13:00,,235,R18
351,352,Sedan,TOYOTA,ALPHARD,2013,215,65,R16,2022-12-01 16:13:00,,215,R16
352,353,Sedan,TOYOTA,ALPHARD,2013,215,60,R17,2022-12-01 16:13:00,,215,R17
353,354,Sedan,TOYOTA,ALPHARD,2013,235,50,R18,2022-12-01 16:13:00,,235,R18
354,355,Sedan,TOYOTA,ALPHARD,2012,215,65,R16,2022-12-01 16:13:00,,215,R16
355,356,Sedan,TOYOTA,ALPHARD,2012,215,60,R17,2022-12-01 16:13:00,,215,R17
356,357,Sedan,TOYOTA,ALPHARD,2012,235,50,R18,2022-12-01 16:13:00,,235,R18
357,358,Sedan,TOYOTA,ALPHARD,2011,215,65,R16,2022-12-01 16:13:00,,215,R16
358,359,Sedan,TOYOTA,ALPHARD,2011,215,60,R17,2022-12-01 16:13:00,,215,R17
359,360,Sedan,TOYOTA,ALPHARD,2011,235,50,R18,2022-12-01 16:13:00,,235,R18
360,361,Sedan,TOYOTA,ALPHARD,2010,215,65,R16,2022-12-01 16:13:00,,215,R16
361,362,Sedan,TOYOTA,ALPHARD,2010,215,60,R17,2022-12-01 16:13:00,,215,R17
362,363,Sedan,TOYOTA,ALPHARD,2010,235,50,R18,2022-12-01 16:13:00,,235,R18
363,364,Sedan,TOYOTA,ALPHARD,2009,215,65,R16,2022-12-01 16:13:00,,215,R16
364,365,Sedan,TOYOTA,ALPHARD,2009,215,60,R17,2022-12-01 16:13:00,,215,R17
365,366,Sedan,TOYOTA,ALPHARD,2009,235,50,R18,2022-12-01 16:13:00,,235,R18
366,367,Sedan,TOYOTA,ALPHARD,2008,215,65,R16,2022-12-01 16:13:00,,215,R16
367,368,Sedan,TOYOTA,ALPHARD,2008,215,60,R17,2022-12-01 16:13:00,,215,R17
368,369,Sedan,TOYOTA,ALPHARD,2008,235,50,R18,2022-12-01 16:13:00,,235,R18
369,370,Sedan,TOYOTA,ALPHARD,2008,205,65,R16,2022-12-01 16:13:00,,205,R16
370,371,Sedan,TOYOTA,ALPHARD,2007,205,65,R16,2022-12-01 16:13:00,,205,R16
371,372,Sedan,TOYOTA,ALPHARD,2007,225,55,R17,2022-12-01 16:13:00,,225,R17
372,373,Sedan,TOYOTA,ALPHARD,2006,205,65,R16,2022-12-01 16:13:00,,205,R16
373,374,Sedan,TOYOTA,ALPHARD,2006,225,55,R17,2022-12-01 16:13:00,,225,R17
374,375,Sedan,TOYOTA,ALPHARD,2005,205,65,R16,2022-12-01 16:13:00,,205,R16
375,376,Sedan,TOYOTA,ALPHARD,2005,225,55,R17,2022-12-01 16:13:00,,225,R17
376,377,Sedan,TOYOTA,ALPHARD,2004,205,65,R16,2022-12-01 16:13:00,,205,R16
377,378,Sedan,TOYOTA,ALPHARD,2004,225,55,R17,2022-12-01 16:13:00,,225,R17
378,379,Sedan,TOYOTA,ALPHARD,2003,205,65,R16,2022-12-01 16:13:00,,205,R16
379,380,Sedan,TOYOTA,ALPHARD,2003,225,55,R17,2022-12-01 16:13:00,,225,R17
380,381,Sedan,TOYOTA,ALPHARD,2002,205,65,R16,2022-12-01 16:13:00,,205,R16
381,382,Sedan,TOYOTA,ALPHARD,2002,225,55,R17,2022-12-01 16:13:00,,225,R17
382,383,Sedan,TOYOTA,,2022,175,70,R14,2022-12-01 16:13:00,,175,R14
383,384,Sedan,TOYOTA,,2022,185,65,R15,2022-12-01 16:13:00,,185,R15
384,385,Sedan,TOYOTA,,2022,195,55,R16,2022-12-01 16:13:00,,195,R16
385,386,Sedan,TOYOTA,,2021,185,60,R15,2022-12-01 16:13:00,,185,R15
386,387,Sedan,TOYOTA,,2021,195,50,R16,2022-12-01 16:13:00,,195,R16
387,388,Sedan,TOYOTA,,2021,195,45,R17,2022-12-01 16:13:00,,195,R17
388,389,Sedan,TOYOTA,,2021,185,60,R16,2022-12-01 16:13:00,,185,R16
389,390,Sedan,TOYOTA,,2021,175,70,R14,2022-12-01 16:13:00,,175,R14
390,391,Sedan,TOYOTA,,2021,185,65,R15,2022-12-01 16:13:00,,185,R15
391,392,Sedan,TOYOTA,,2021,195,55,R16,2022-12-01 16:13:00,,195,R16
392,393,Sedan,TOYOTA,,2020,185,60,R15,2022-12-01 16:13:00,,185,R15
393,394,Sedan,TOYOTA,,2020,195,50,R16,2022-12-01 16:13:00,,195,R16
394,395,Sedan,TOYOTA,,2020,195,45,R17,2022-12-01 16:13:00,,195,R17
395,396,Sedan,TOYOTA,,2020,185,60,R16,2022-12-01 16:13:00,,185,R16
396,397,Sedan,TOYOTA,,2019,185,60,R15,2022-12-01 16:13:00,,185,R15
397,398,Sedan,TOYOTA,,2019,195,50,R16,2022-12-01 16:13:00,,195,R16
398,399,Sedan,TOYOTA,,2019,195,45,R17,2022-12-01 16:13:00,,195,R17
399,400,Sedan,TOYOTA,,2019,185,60,R16,2022-12-01 16:13:00,,185,R16
400,401,Sedan,TOYOTA,,2018,185,60,R15,2022-12-01 16:13:00,,185,R15
401,402,Sedan,TOYOTA,,2018,195,50,R16,2022-12-01 16:13:00,,195,R16
402,403,Sedan,TOYOTA,,2018,195,45,R17,2022-12-01 16:13:00,,195,R17
403,404,Sedan,TOYOTA,,2018,185,60,R16,2022-12-01 16:13:00,,185,R16
404,405,Sedan,TOYOTA,,2017,165,70,R14,2022-12-01 16:13:00,,165,R14
405,406,Sedan,TOYOTA,,2017,175,65,R15,2022-12-01 16:13:00,,175,R15
406,407,Sedan,TOYOTA,,2017,175,60,R16,2022-12-01 16:13:00,,175,R16
407,408,Sedan,TOYOTA,,2017,195,45,R17,2022-12-01 16:13:00,,195,R17
408,409,Sedan,TOYOTA,,2017,195,50,R16,2022-12-01 16:13:00,,195,R16
409,410,Sedan,TOYOTA,,2017,185,60,R15,2022-12-01 16:13:00,,185,R15
410,411,Sedan,TOYOTA,,2016,165,70,R14,2022-12-01 16:13:00,,165,R14
411,412,Sedan,TOYOTA,,2016,175,65,R15,2022-12-01 16:13:00,,175,R15
412,413,Sedan,TOYOTA,,2016,175,60,R16,2022-12-01 16:13:00,,175,R16
413,414,Sedan,TOYOTA,,2016,195,45,R17,2022-12-01 16:13:00,,195,R17
414,415,Sedan,TOYOTA,,2016,195,50,R16,2022-12-01 16:13:00,,195,R16
415,416,Sedan,TOYOTA,,2015,165,70,R14,2022-12-01 16:13:00,,165,R14
416,417,Sedan,TOYOTA,,2015,175,65,R15,2022-12-01 16:13:00,,175,R15
417,418,Sedan,TOYOTA,,2015,175,60,R16,2022-12-01 16:13:00,,175,R16
418,419,Sedan,TOYOTA,,2015,195,45,R17,2022-12-01 16:13:00,,195,R17
419,420,Sedan,TOYOTA,,2015,195,50,R16,2022-12-01 16:13:00,,195,R16
420,421,Sedan,TOYOTA,,2014,165,70,R14,2022-12-01 16:13:00,,165,R14
421,422,Sedan,TOYOTA,,2014,175,65,R15,2022-12-01 16:13:00,,175,R15
422,423,Sedan,TOYOTA,,2014,195,50,R16,2022-12-01 16:13:00,,195,R16
423,424,Sedan,TOYOTA,,2014,175,60,R16,2022-12-01 16:13:00,,175,R16
424,425,Sedan,TOYOTA,,2014,195,45,R17,2022-12-01 16:13:00,,195,R17
425,426,Sedan,TOYOTA,,2013,165,70,R14,2022-12-01 16:13:00,,165,R14
426,427,Sedan,TOYOTA,,2013,175,65,R15,2022-12-01 16:13:00,,175,R15
427,428,Sedan,TOYOTA,,2013,195,50,R16,2022-12-01 16:13:00,,195,R16
428,429,Sedan,TOYOTA,,2013,175,60,R16,2022-12-01 16:13:00,,175,R16
429,430,Sedan,TOYOTA,,2013,195,45,R17,2022-12-01 16:13:00,,195,R17
430,431,Sedan,TOYOTA,,2012,165,70,R14,2022-12-01 16:13:00,,165,R14
431,432,Sedan,TOYOTA,,2012,175,65,R15,2022-12-01 16:13:00,,175,R15
432,433,Sedan,TOYOTA,,2012,195,50,R16,2022-12-01 16:13:00,,195,R16
433,434,Sedan,TOYOTA,,2012,175,60,R16,2022-12-01 16:13:00,,175,R16
434,435,Sedan,TOYOTA,,2012,195,45,R17,2022-12-01 16:13:00,,195,R17
435,436,Sedan,TOYOTA,,2011,165,70,R14,2022-12-01 16:13:00,,165,R14
436,437,Sedan,TOYOTA,,2011,175,65,R15,2022-12-01 16:13:00,,175,R15
437,438,Sedan,TOYOTA,,2011,195,50,R16,2022-12-01 16:13:00,,195,R16
438,439,Sedan,TOYOTA,,2011,175,60,R16,2022-12-01 16:13:00,,175,R16
439,440,Sedan,TOYOTA,,2011,195,45,R17,2022-12-01 16:13:00,,195,R17
440,441,,TOYOTA,AURIS,2022,195,65,R15,2022-12-01 16:13:00,,195,R15
441,442,,TOYOTA,AURIS,2022,205,55,R16,2022-12-01 16:13:00,,205,R16
442,443,,TOYOTA,AURIS,2021,195,65,R15,2022-12-01 16:13:00,,195,R15
443,444,,TOYOTA,AURIS,2021,205,55,R16,2022-12-01 16:13:00,,205,R16
444,445,,TOYOTA,AURIS,2020,205,55,R16,2022-12-01 16:13:00,,205,R16
445,446,,TOYOTA,AURIS,2020,225,40,R18,2022-12-01 16:13:00,,225,R18
446,447,,TOYOTA,AURIS,2020,195,65,R15,2022-12-01 16:13:00,,195,R15
447,448,,TOYOTA,AURIS,2019,195,65,R15,2022-12-01 16:13:00,,195,R15
448,449,,TOYOTA,AURIS,2019,205,55,R16,2022-12-01 16:13:00,,205,R16
449,450,,TOYOTA,AURIS,2019,195,50,R16,2022-12-01 16:13:00,,195,R16
450,451,,TOYOTA,AURIS,2019,225,45,R17,2022-12-01 16:13:00,,225,R17
451,452,,TOYOTA,AURIS,2019,235,40,R19,2022-12-01 16:13:00,,235,R19
452,453,,TOYOTA,AURIS,2019,225,40,R18,2022-12-01 16:13:00,,225,R18
453,454,,TOYOTA,AURIS,2018,195,65,R15,2022-12-01 16:13:00,,195,R15
454,455,,TOYOTA,AURIS,2018,205,55,R16,2022-12-01 16:13:00,,205,R16
455,456,,TOYOTA,AURIS,2018,225,45,R17,2022-12-01 16:13:00,,225,R17
456,457,,TOYOTA,AURIS,2017,195,65,R15,2022-12-01 16:13:00,,195,R15
457,458,,TOYOTA,AURIS,2017,205,55,R16,2022-12-01 16:13:00,,205,R16
458,459,,TOYOTA,AURIS,2017,225,45,R17,2022-12-01 16:13:00,,225,R17
459,460,,TOYOTA,AURIS,2016,195,65,R15,2022-12-01 16:13:00,,195,R15
460,461,,TOYOTA,AURIS,2016,205,55,R16,2022-12-01 16:13:00,,205,R16
461,462,,TOYOTA,AURIS,2016,225,45,R17,2022-12-01 16:13:00,,225,R17
462,463,,TOYOTA,AURIS,2015,195,65,R15,2022-12-01 16:13:00,,195,R15
463,464,,TOYOTA,AURIS,2015,205,55,R16,2022-12-01 16:13:00,,205,R16
464,465,,TOYOTA,AURIS,2014,195,65,R15,2022-12-01 16:13:00,,195,R15
465,466,,TOYOTA,AURIS,2014,205,55,R16,2022-12-01 16:13:00,,205,R16
466,467,,TOYOTA,AURIS,2013,195,65,R15,2022-12-01 16:13:00,,195,R15
467,468,,TOYOTA,AURIS,2013,205,55,R16,2022-12-01 16:13:00,,205,R16
468,469,,TOYOTA,AURIS,2012,205,55,R16,2022-12-01 16:13:00,,205,R16
469,470,,TOYOTA,AURIS,2012,195,65,R15,2022-12-01 16:13:00,,195,R15
470,471,,TOYOTA,AURIS,2012,225,45,R17,2022-12-01 16:13:00,,225,R17
471,472,,TOYOTA,AURIS,2012,245,45,R17,2022-12-01 16:13:00,,245,R17
472,473,,TOYOTA,AURIS,2012,185,65,R15,2022-12-01 16:13:00,,185,R15
473,474,,TOYOTA,AURIS,2011,205,55,R16,2022-12-01 16:13:00,,205,R16
474,475,,TOYOTA,AURIS,2011,195,65,R15,2022-12-01 16:13:00,,195,R15
475,476,,TOYOTA,AURIS,2011,225,45,R17,2022-12-01 16:13:00,,225,R17
476,477,,TOYOTA,AURIS,2011,245,45,R17,2022-12-01 16:13:00,,245,R17
477,478,,TOYOTA,AURIS,2011,185,65,R15,2022-12-01 16:13:00,,185,R15
478,479,,TOYOTA,AURIS,2010,205,55,R16,2022-12-01 16:13:00,,205,R16
479,480,,TOYOTA,AURIS,2010,195,65,R15,2022-12-01 16:13:00,,195,R15
480,481,,TOYOTA,AURIS,2010,225,45,R17,2022-12-01 16:13:00,,225,R17
481,482,,TOYOTA,AURIS,2010,225,40,R18,2022-12-01 16:13:00,,225,R18
482,483,,TOYOTA,AURIS,2010,245,45,R17,2022-12-01 16:13:00,,245,R17
483,484,,TOYOTA,AURIS,2010,185,65,R15,2022-12-01 16:13:00,,185,R15
484,485,,TOYOTA,AURIS,2009,205,55,R16,2022-12-01 16:13:00,,205,R16
485,486,,TOYOTA,AURIS,2009,195,65,R15,2022-12-01 16:13:00,,195,R15
486,487,,TOYOTA,AURIS,2009,225,45,R17,2022-12-01 16:13:00,,225,R17
487,488,,TOYOTA,AURIS,2009,225,40,R18,2022-12-01 16:13:00,,225,R18
488,489,,TOYOTA,AURIS,2008,205,55,R16,2022-12-01 16:13:00,,205,R16
489,490,,TOYOTA,AURIS,2008,195,65,R15,2022-12-01 16:13:00,,195,R15
490,491,,TOYOTA,AURIS,2008,225,45,R17,2022-12-01 16:13:00,,225,R17
491,492,,TOYOTA,AURIS,2008,225,40,R18,2022-12-01 16:13:00,,225,R18
492,493,,TOYOTA,AURIS,2007,205,55,R16,2022-12-01 16:13:00,,205,R16
493,494,,TOYOTA,AURIS,2007,195,65,R15,2022-12-01 16:13:00,,195,R15
494,495,,TOYOTA,AURIS,2007,225,45,R17,2022-12-01 16:13:00,,225,R17
495,496,,TOYOTA,AURIS,2007,225,40,R18,2022-12-01 16:13:00,,225,R18
496,497,,TOYOTA,AURIS,2006,195,65,R15,2022-12-01 16:13:00,,195,R15
497,498,,TOYOTA,AURIS,2006,205,55,R16,2022-12-01 16:13:00,,205,R16
498,499,,TOYOTA,AVALON,2022,215,55,R17,2022-12-01 16:13:00,,215,R17
499,500,,TOYOTA,AVALON,2022,235,45,R18,2022-12-01 16:13:00,,235,R18
500,501,,TOYOTA,AVALON,2022,235,40,R19,2022-12-01 16:13:00,,235,R19
501,502,,TOYOTA,AVALON,2021,215,55,R17,2022-12-01 16:13:00,,215,R17
502,503,,TOYOTA,AVALON,2021,235,45,R18,2022-12-01 16:13:00,,235,R18
503,504,,TOYOTA,AVALON,2021,235,40,R19,2022-12-01 16:13:00,,235,R19
504,505,,TOYOTA,AVALON,2020,215,55,R17,2022-12-01 16:13:00,,215,R17
505,506,,TOYOTA,AVALON,2020,235,45,R18,2022-12-01 16:13:00,,235,R18
506,507,,TOYOTA,AVALON,2020,235,40,R19,2022-12-01 16:13:00,,235,R19
507,508,,TOYOTA,AVALON,2019,215,55,R17,2022-12-01 16:13:00,,215,R17
508,509,,TOYOTA,AVALON,2019,235,45,R18,2022-12-01 16:13:00,,235,R18
509,510,,TOYOTA,AVALON,2019,235,40,R19,2022-12-01 16:13:00,,235,R19
510,511,,TOYOTA,AVALON,2018,215,55,R17,2022-12-01 16:13:00,,215,R17
511,512,,TOYOTA,AVALON,2018,225,45,R18,2022-12-01 16:13:00,,225,R18
512,513,,TOYOTA,AVALON,2017,215,55,R17,2022-12-01 16:13:00,,215,R17
513,514,,TOYOTA,AVALON,2017,225,45,R18,2022-12-01 16:13:00,,225,R18
514,515,,TOYOTA,AVALON,2016,215,55,R17,2022-12-01 16:13:00,,215,R17
515,516,,TOYOTA,AVALON,2016,225,45,R18,2022-12-01 16:13:00,,225,R18
516,517,,TOYOTA,AVALON,2015,215,55,R17,2022-12-01 16:13:00,,215,R17
517,518,,TOYOTA,AVALON,2015,225,45,R18,2022-12-01 16:13:00,,225,R18
518,519,,TOYOTA,AVALON,2014,215,55,R17,2022-12-01 16:13:00,,215,R17
519,520,,TOYOTA,AVALON,2014,225,45,R18,2022-12-01 16:13:00,,225,R18
520,521,,TOYOTA,AVALON,2013,215,55,R17,2022-12-01 16:13:00,,215,R17
521,522,,TOYOTA,AVALON,2013,225,45,R18,2022-12-01 16:13:00,,225,R18
522,523,,TOYOTA,AVALON,2012,215,60,R16,2022-12-01 16:13:00,,215,R16
523,524,,TOYOTA,AVALON,2012,215,55,R17,2022-12-01 16:13:00,,215,R17
524,525,,TOYOTA,AVALON,2011,215,60,R16,2022-12-01 16:13:00,,215,R16
525,526,,TOYOTA,AVALON,2011,215,55,R17,2022-12-01 16:13:00,,215,R17
526,527,,TOYOTA,AVALON,2010,215,60,R16,2022-12-01 16:13:00,,215,R16
527,528,,TOYOTA,AVALON,2010,215,55,R17,2022-12-01 16:13:00,,215,R17
528,529,,TOYOTA,AVALON,2009,215,60,R16,2022-12-01 16:13:00,,215,R16
529,530,,TOYOTA,AVALON,2009,215,55,R17,2022-12-01 16:13:00,,215,R17
530,531,,TOYOTA,AVALON,2008,215,60,R16,2022-12-01 16:13:00,,215,R16
531,532,,TOYOTA,AVALON,2008,215,55,R17,2022-12-01 16:13:00,,215,R17
532,533,,TOYOTA,AVALON,2007,215,60,R16,2022-12-01 16:13:00,,215,R16
533,534,,TOYOTA,AVALON,2007,215,55,R17,2022-12-01 16:13:00,,215,R17
534,535,,TOYOTA,AVALON,2006,215,60,R16,2022-12-01 16:13:00,,215,R16
535,536,,TOYOTA,AVALON,2006,215,55,R17,2022-12-01 16:13:00,,215,R17
536,537,,TOYOTA,AVALON,2005,215,60,R16,2022-12-01 16:13:00,,215,R16
537,538,,TOYOTA,AVALON,2005,215,55,R17,2022-12-01 16:13:00,,215,R17
538,539,,TOYOTA,AVALON,2005,205,65,R15,2022-12-01 16:13:00,,205,R15
539,540,,TOYOTA,AVALON,2005,205,60,R16,2022-12-01 16:13:00,,205,R16
540,541,,TOYOTA,AVALON,2004,205,65,R15,2022-12-01 16:13:00,,205,R15
541,542,,TOYOTA,AVALON,2004,205,60,R16,2022-12-01 16:13:00,,205,R16
542,543,,TOYOTA,AVALON,2004,215,60,R16,2022-12-01 16:13:00,,215,R16
543,544,,TOYOTA,AVALON,2004,215,50,R17,2022-12-01 16:13:00,,215,R17
544,545,,TOYOTA,AVALON,2003,205,65,R15,2022-12-01 16:13:00,,205,R15
545,546,,TOYOTA,AVALON,2003,205,60,R16,2022-12-01 16:13:00,,205,R16
546,547,,TOYOTA,AVALON,2003,215,60,R16,2022-12-01 16:13:00,,215,R16
547,548,,TOYOTA,AVALON,2003,215,50,R17,2022-12-01 16:13:00,,215,R17
548,549,,TOYOTA,AVALON,2002,205,65,R15,2022-12-01 16:13:00,,205,R15
549,550,,TOYOTA,AVALON,2002,205,60,R16,2022-12-01 16:13:00,,205,R16
550,551,,TOYOTA,AVALON,2002,215,60,R16,2022-12-01 16:13:00,,215,R16
551,552,,TOYOTA,AVALON,2002,215,50,R17,2022-12-01 16:13:00,,215,R17
552,553,,TOYOTA,AVALON,2001,205,65,R15,2022-12-01 16:13:00,,205,R15
553,554,,TOYOTA,AVALON,2001,205,60,R16,2022-12-01 16:13:00,,205,R16
554,555,,TOYOTA,AVALON,2001,215,60,R16,2022-12-01 16:13:00,,215,R16
555,556,,TOYOTA,AVALON,2001,215,50,R17,2022-12-01 16:13:00,,215,R17
556,557,,TOYOTA,AVALON,2000,205,65,R15,2022-12-01 16:13:00,,205,R15
557,558,,TOYOTA,AVALON,2000,205,60,R16,2022-12-01 16:13:00,,205,R16
558,559,,TOYOTA,AVALON,2000,215,60,R16,2022-12-01 16:13:00,,215,R16
559,560,,TOYOTA,AVALON,2000,215,50,R17,2022-12-01 16:13:00,,215,R17
560,561,,TOYOTA,AVALON,1999,205,65,R15,2022-12-01 16:13:00,,205,R15
561,562,,TOYOTA,AVALON,1998,205,65,R15,2022-12-01 16:13:00,,205,R15
562,563,,TOYOTA,AVALON,1997,205,65,R15,2022-12-01 16:13:00,,205,R15
563,564,,TOYOTA,AVALON,1996,205,65,R15,2022-12-01 16:13:00,,205,R15
564,565,,TOYOTA,AVALON,1995,205,65,R15,2022-12-01 16:13:00,,205,R15
565,566,Sedan,TOYOTA,AVANZA,2022,185,65,R15,2022-12-01 16:13:00,,185,R15
566,567,Sedan,TOYOTA,AVANZA,2022,195,60,R15,2022-12-01 16:13:00,,195,R15
567,568,Sedan,TOYOTA,AVANZA,2022,195,55,R16,2022-12-01 16:13:00,,195,R16
568,569,Sedan,TOYOTA,AVANZA,2022,195,60,R16,2022-12-01 16:13:00,,195,R16
569,570,Sedan,TOYOTA,AVANZA,2022,205,50,R17,2022-12-01 16:13:00,,205,R17
570,571,Sedan,TOYOTA,AVANZA,2022,185,70,R14,2022-12-01 16:13:00,,185,R14
571,572,Sedan,TOYOTA,AVANZA,2021,185,70,R14,2022-12-01 16:13:00,,185,R14
572,573,Sedan,TOYOTA,AVANZA,2021,185,65,R15,2022-12-01 16:13:00,,185,R15
573,574,Sedan,TOYOTA,AVANZA,2021,195,60,R15,2022-12-01 16:13:00,,195,R15
574,575,Sedan,TOYOTA,AVANZA,2021,195,55,R16,2022-12-01 16:13:00,,195,R16
575,576,Sedan,TOYOTA,AVANZA,2021,195,60,R16,2022-12-01 16:13:00,,195,R16
576,577,Sedan,TOYOTA,AVANZA,2021,205,50,R17,2022-12-01 16:13:00,,205,R17
